ID,subjectID,name,shift,weekday,week,semester,students
505051_TC2_2023_7,'505051,Nhập môn các hệ thống phân tán,4,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001081--52001143--52011089--52011131--52002014--52002027--52002090--52002142--52012122--52012143--52003054--52003063--52003118--52013052--52013112-
504045_TC2_2023_8,'504045,Nhập môn xử lý ngôn ngữ tự nhiên,1,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52011008--52011018--52011094--52011095--52002055--52002064--52002081--52002093--52002097--52012018--52012076--52012080--52012113--52003034--52003061--52003127--52013115--52013147-
504048_TC2_2023_8,'504048,Xử lý dữ liệu lớn,1,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001028--52001037--52001082--52001100--52001148--52011074--52011113--52011142--52002076--52002081--52002144--52012008--52012097--52012100--52003056--52003057--52003093--52003146--52013137-
504049_TC2_2023_8,'504049,Hệ thống thương mại thông minh,2,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001030--52001052--52001100--52011008--52011016--52011095--52002009--52002061--52002081--52002084--52002097--52012002--52012005--52012018--52012056--52012080--52012113--52003057--52013137-
504051_TC2_2023_8,'504051,Mạng đa phương tiện và di động,2,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001037--52001052--52001148--52011016--52011113--52002009--52002061--52002064--52002116--52012005--52012018--52012097--52012110--52012113--52003056--52003093--52003127--52013113--52013115--52013147-
505043_TC2_2023_8,'505043,Khai thác dữ liệu và Khai phá tri thức,2,5,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001082--52011016--52011018--52011113--52002116--52012002--52012008--52012110--52003093--52003127--52013113-
504070_TC2_2023_8,'504070,Chuyên đề Công nghệ phần mềm,1,5,-1-2-3-4-5-6-7-8-9-10-,hk7,-52011074--52011094--52011095--52011098--52002055--52002076--52002093--52002097--52002116--52002144--52012076--52012097--52012100--52003021--52003061--52003099--52003128--52003146--52013115--52013128-
505060_TC2_2023_8,'505060,Nhập môn Xử lý ảnh số,4,3,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001030--52011094--52011098--52011142--52002084--52012002--52012005--52012008--52012080--52012090--52003021--52003034--52003057--52003099--52003128--52003146--52013034--52013078--52013128-
505060TH_TC2_2023_8,'505060TH,Thực hành nhập môn Xử lý ảnh số,3,3,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001030--52011094--52011098--52011142--52002084--52012002--52012005--52012008--52012080--52012090--52003021--52003034--52003057--52003099--52003128--52003146--52013034--52013078--52013128-
505049_TC2_2023_8,'505049,Bảo mật mạng,4,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001028--52001037--52001100--52001148--52011018--52011074--52011142--52002061--52002093--52012056--52012076--52012090--52012100--52012110--52003021--52003034--52003056--52003099--52003128--52013034--52013078--52013128--52013147-
505051_TC2_2023_8,'505051,Nhập môn các hệ thống phân tán,3,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001028--52001030--52001052--52001082--52011008--52011098--52002009--52002055--52002064--52002076--52002084--52002144--52012056--52012090--52003061--52013034--52013078--52013113--52013137-
504045_TC2_2023_9,'504045,Nhập môn xử lý ngôn ngữ tự nhiên,3,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001035--52001136--52011049--52011080--52011085--52002113--52012052--52012102--52003003--52003059--52003096--52013016--52013042--52013084--52013087--52013095--52013101--52013132--52013141-
504048_TC2_2023_9,'504048,Xử lý dữ liệu lớn,4,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001031--52001032--52001095--52001116--52001131--52011049--52011087--52011110--52011120--52002020--52012004--52012070--52012077--52012124--52012145--52003003--52003059--52003081--52013037--52013060--52013077--52013095--52013101--52013121-
504049_TC2_2023_9,'504049,Hệ thống thương mại thông minh,4,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001032--52001063--52001136--52011004--52002020--52012004--52012102--52012124--52012136--52012142--52003003--52003081--52003085--52003096--52003097--52013077--52013087--52013141-
504051_TC2_2023_9,'504051,Mạng đa phương tiện và di động,3,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001116--52011087--52011110--52002113--52012070--52012077--52012145--52003009--52003097--52013054--52013060--52013094--52013121--52013126-
505043_TC2_2023_9,'505043,Khai thác dữ liệu và Khai phá tri thức,2,4,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001031--52001035--52001063--52001095--52001116--52001131--52001136--52011029--52011063--52011080--52011120--52011136--52002020--52002111--52012120--52012124--52012145--52003096--52013083--52013094--52013126-
504070_TC2_2023_9,'504070,Chuyên đề Công nghệ phần mềm,1,4,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001063--52011004--52011063--52011080--52011120--52011136--52002111--52012052--52012077--52012112--52012136--52012142--52003009--52003097--52013081--52013083--52013126--52013132--52013141-
505060_TC2_2023_9,'505060,Nhập môn Xử lý ảnh số,3,4,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001031--52001035--52011004--52011029--52011085--52011110--52012004--52012112--52012120--52012136--52012142--52003009--52003085--52013016--52013037--52013040--52013042--52013054--52013077--52013083--52013094--52013132-
505060TH_TC2_2023_9,'505060TH,Thực hành nhập môn Xử lý ảnh số,2,2,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001031--52001035--52011004--52011029--52011085--52011110--52012004--52012112--52012120--52012136--52012142--52003009--52003085--52013016--52013037--52013040--52013042--52013054--52013077--52013083--52013094--52013132-
505049_TC2_2023_9,'505049,Bảo mật mạng,3,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001032--52001131--52011029--52002111--52012052--52012112--52012120--52003059--52003081--52013016--52013040--52013042--52013060--52013081--52013084--52013087--52013095--52013101--52013121-
505051_TC2_2023_9,'505051,Nhập môn các hệ thống phân tán,3,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001095--52011049--52011063--52011085--52011087--52011136--52002113--52012070--52012102--52003085--52013037--52013040--52013054--52013081--52013084-
504045_TC2_2023_10,'504045,Nhập môn xử lý ngôn ngữ tự nhiên,4,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001008--52011035--52011041--52011055--52011133--52002030--52002074--52002080--52002117--52012065--52003028--52003039--52003062--52003106--52003110--52013013--52013061--52013065-
504048_TC2_2023_10,'504048,Xử lý dữ liệu lớn,3,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001008--52001142--52011035--52011132--52011133--52011148--52002006--52002023--52002056--52002079--52002094--52002117--52002129--52002150--52012022--52012046--52012130--52012134--52003005--52013061--52013065--52013107--52013118-
504049_TC2_2023_10,'504049,Hệ thống thương mại thông minh,3,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001074--52011002--52011009--52011057--52011066--52011132--52011148--52002006--52002028--52002080--52002094--52002129--52002150--52012065--52012127--52003028--52003110--52013013--52013027--52013064--52013118-
504051_TC2_2023_10,'504051,Mạng đa phương tiện và di động,2,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001074--52001150--52011066--52011102--52002050--52002074--52002079--52002140--52012026--52012046--52012106--52012127--52003005--52003028--52003039--52003048--52003062--52003106--52013027--52013061--52013099-
505043_TC2_2023_10,'505043,Khai thác dữ liệu và Khai phá tri thức,4,4,-1-2-3-4-5-6-7-8-9-10-,hk7,-52011002--52011009--52011046--52011053--52011060--52011066--52002002--52002006--52002028--52002030--52002080--52012022--52012065--52012084--52012127--52012130--52012134--52012138--52003048--52003062--52003129--52013064--52013099--52013107-
504070_TC2_2023_10,'504070,Chuyên đề Công nghệ phần mềm,1,6,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001142--52001150--52011009--52011035--52011041--52011046--52011055--52011093--52011133--52002002--52002028--52002050--52002056--52002117--52012084--52012106--52012130--52012134--52012138--52003039--52003110--52003129--52013064--52013118-
505060_TC2_2023_10,'505060,Nhập môn Xử lý ảnh số,2,6,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001008--52001150--52011046--52011055--52011057--52011093--52011148--52002002--52002023--52002094--52002140--52002150--52012026--52012084--52012106--52012138--52003129-
505060TH_TC2_2023_10,'505060TH,Thực hành nhập môn Xử lý ảnh số,3,3,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001008--52001150--52011046--52011055--52011057--52011093--52011148--52002002--52002023--52002094--52002140--52002150--52012026--52012084--52012106--52012138--52003129-
505049_TC2_2023_10,'505049,Bảo mật mạng,3,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001074--52001142--52011002--52011041--52011053--52011060--52011102--52002030--52002050--52002056--52002074--52002079--52002140--52003005--52003048-
505051_TC2_2023_10,'505051,Nhập môn các hệ thống phân tán,3,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52011053--52011057--52011060--52011093--52011102--52011132--52002023--52002129--52012022--52012026--52012046--52003106--52013013--52013027--52013065--52013099--52013107-
504045_TC2_2023_11,'504045,Nhập môn xử lý ngôn ngữ tự nhiên,2,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001070--52001106--52002128--52002130--52012003--52012045--52012105--52003038--52003065--52003087--52003150--52013068--52013072--52013120-
504048_TC2_2023_11,'504048,Xử lý dữ liệu lớn,4,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001093--52001106--52001133--52011027--52011056--52002025--52002066--52012040--52012074--52003087--52003150--52013021--52013024--52013048--52013068-
504049_TC2_2023_11,'504049,Hệ thống thương mại thông minh,3,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001010--52001145--52002018--52002021--52002025--52002128--52012003--52012014--52012091--52012105--52012119--52003033--52003046--52003143--52013021--52013024-
504051_TC2_2023_11,'504051,Mạng đa phương tiện và di động,1,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001042--52001093--52001129--52001145--52011056--52012021--52012027--52012063--52012119--52012139--52003122--52003143--52013044--52013135-
505043_TC2_2023_11,'505043,Khai thác dữ liệu và Khai phá tri thức,4,4,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001042--52001106--52001129--52011021--52011027--52002018--52002021--52002048--52002066--52002128--52012021--52012027--52003046--52013021--52013102-
504070_TC2_2023_11,'504070,Chuyên đề Công nghệ phần mềm,2,2,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001010--52001070--52001133--52001145--52011021--52011056--52002021--52002048--52012014--52012040--52012045--52012074--52012105--52012116--52012139--52003033--52003038--52003065--52013044--52013102--52013120--52013135-
505060_TC2_2023_11,'505060,Nhập môn Xử lý ảnh số,3,7,-2-3-4-5-6-7-8-9-10-11-,hk7,-52001093--52001129--52001133--52011027--52002025--52012003--52012014--52012040--52012045--52012063--52012074--52012139--52003038--52003046--52003065--52003087--52003122--52013044-
505060TH_TC2_2023_11,'505060TH,Thực hành nhập môn Xử lý ảnh số,4,7,-2-3-4-5-6-7-8-9-10-11-,hk7,-52001093--52001129--52001133--52011027--52002025--52012003--52012014--52012040--52012045--52012063--52012074--52012139--52003038--52003046--52003065--52003087--52003122--52013044-
505049_TC2_2023_11,'505049,Bảo mật mạng,1,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001010--52001070--52002018--52002066--52002130--52012021--52012027--52012091--52012116--52003033--52003122--52003143--52013048--52013068--52013072--52013102-
505051_TC2_2023_11,'505051,Nhập môn các hệ thống phân tán,3,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001042--52011021--52002048--52002130--52012063--52012091--52012116--52012119--52003150--52013024--52013048--52013072--52013120--52013135-
504045_TC2_2023_12,'504045,Nhập môn xử lý ngôn ngữ tự nhiên,1,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001048--52001079--52001125--52011030--52011139--52002065--52002068--52002077--52012007--52012096--52003050--52003069--52013009--52013116--52013123--52013136-
504048_TC2_2023_12,'504048,Xử lý dữ liệu lớn,1,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001036--52001110--52001113--52001114--52001119--52011139--52002062--52012096--52012148--52003045--52003095--52003105--52003112--52003121--52003131--52013008--52013050-
504049_TC2_2023_12,'504049,Hệ thống thương mại thông minh,3,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001014--52001036--52001048--52001102--52001110--52011123--52002057--52002068--52002077--52002087--52012007--52012093--52003043--52003050--52003112--52003131--52013008--52013050-
504051_TC2_2023_12,'504051,Mạng đa phương tiện và di động,1,6,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001055--52001079--52001102--52001119--52001125--52011034--52011067--52011123--52011137--52011139--52002044--52002057--52002068--52002099--52012096--52003031--52003131--52013050--52013097--52013142-
505043_TC2_2023_12,'505043,Khai thác dữ liệu và Khai phá tri thức,2,4,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001091--52001113--52011043--52011067--52011137--52011138--52002044--52002057--52002065--52002087--52012123--52003031--52003105--52003121--52013008--52013017--52013045--52013123-
504070_TC2_2023_12,'504070,Chuyên đề Công nghệ phần mềm,4,3,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001048--52001055--52001114--52011030--52011043--52011123--52011138--52002087--52002099--52012036--52012123--52012148--52003043--52003045--52003095--52013097--52013116--52013142--52013143-
505060_TC2_2023_12,'505060,Nhập môn Xử lý ảnh số,2,3,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001036--52001091--52001114--52011030--52011034--52011043--52012093--52012148--52003031--52003045--52003105--52003112--52013009--52013017--52013045--52013116--52013136-
505060TH_TC2_2023_12,'505060TH,Thực hành nhập môn Xử lý ảnh số,1,3,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001036--52001091--52001114--52011030--52011034--52011043--52012093--52012148--52003031--52003045--52003105--52003112--52013009--52013017--52013045--52013116--52013136-
505049_TC2_2023_12,'505049,Bảo mật mạng,3,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001014--52001055--52001079--52001110--52001113--52011034--52011067--52011137--52011138--52002044--52002062--52012036--52012123--52003050--52003069--52003095--52013045--52013136--52013143-
505051_TC2_2023_12,'505051,Nhập môn các hệ thống phân tán,2,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001014--52001091--52001102--52001119--52001125--52002062--52002065--52002077--52002099--52012007--52012036--52012093--52003043--52003069--52003121--52013009--52013017--52013097--52013123--52013142--52013143-
504045_TC2_2023_13,'504045,Nhập môn xử lý ngôn ngữ tự nhiên,2,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001038--52001046--52001128--52001132--52001138--52011017--52011088--52011126--52002133--52012020--52012098--52012108--52012126--52012133--52003026--52003032--52003049--52003068--52013114--52013125-
504048_TC2_2023_13,'504048,Xử lý dữ liệu lớn,1,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001029--52001128--52001146--52002042--52012031--52012069--52012108--52003026--52003032--52003075--52003115-
504049_TC2_2023_13,'504049,Hệ thống thương mại thông minh,3,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001038--52001109--52001127--52011010--52011011--52011012--52011088--52011109--52011134--52002141--52012031--52012041--52012054--52012071--52012098--52003008--52003012--52003032--52003035--52003049--52003068--52003124--52003125--52013062-
504051_TC2_2023_13,'504051,Mạng đa phương tiện và di động,3,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk7,-52001029--52001038--52001146--52011001--52011011--52002060--52002141--52012042--52012069--52003007--52003008--52003035--52003104--52003115--52003124--52013023--52013119-
505043_TC2_2023_13,'505043,Khai thác dữ liệu và Khai phá tri thức,2,6,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001127--52001132--52011012--52011017--52011032--52011065--52002060--52002115--52012041--52012054--52012108--52003012--52003068--52003075--52013125-
504070_TC2_2023_13,'504070,Chuyên đề Công nghệ phần mềm,3,7,-2-3-4-5-6-7-8-9-10-11-,hk7,-52001046--52001109--52001132--52001138--52001146--52011017--52011032--52011109--52002042--52002115--52002133--52002141--52012020--52012031--52012042--52012054--52012069--52012078--52012126--52012133--52003026--52003104--52003124--52003125--52013023--52013119-
505060_TC2_2023_13,'505060,Nhập môn Xử lý ảnh số,3,3,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001029--52001109--52011001--52011010--52011065--52011134--52002007--52002060--52012020--52012042--52012078--52003007--52003104--52003125-
505060TH_TC2_2023_13,'505060TH,Thực hành nhập môn Xử lý ảnh số,4,3,-1-2-3-4-5-6-7-8-9-10-,hk7,-52001029--52001109--52011001--52011010--52011065--52011134--52002007--52002060--52012020--52012042--52012078--52003007--52003104--52003125-
505049_TC2_2023_13,'505049,Bảo mật mạng,1,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk7,-52001127--52011010--52011011--52011088--52011126--52011134--52002007--52002115--52012041--52012071--52012126--52012133--52003035--52003075--52013023--52013062--52013114--52013125-
